scen_id,src_node,node_id,dist_src,peak_conc,t_peak_min,mean_flow_m3s,detected
0012,JI13,J3,-1,0.0,,0.0,0
0012,JI13,J4,-1,0.0,,0.0,0
0012,JI13,J5,-1,0.0,,0.0,0
0012,JI13,J6,-1,0.0,,0.0,0
0012,JI13,J7,-1,0.0,,0.005324,0
0012,JI13,J8,-1,0.0,,0.0,0
0012,JI13,J9,-1,0.0,,0.0,0
0012,JI13,J10,-1,0.0,,0.0,0
0012,JI13,J11,-1,0.0,,0.002654,0
0012,JI13,O1,-1,0.0,,0.002596,0
0012,JI13,Aux3,-1,0.0,,0.002292,0
0012,JI13,J1,-1,0.0,,0.003974,0
0012,JI13,JI7,-1,0.0,,0.003974,0
0012,JI13,J2a,-1,0.0,,0.004595,0
0012,JI13,J2,-1,0.0,,0.004598,0
0012,JI13,JI9,-1,0.0,,0.004542,0
0012,JI13,JI6,-1,0.0,,0.002291,0
0012,JI13,J13,-1,0.0,,0.005313,0
0012,JI13,J12,-1,0.0,,0.006313,0
0012,JI13,JI8,-1,0.0,,0.006279,0
0012,JI13,JI1,-1,0.0,,0.002201,0
0012,JI13,JI2,-1,0.0,,0.006156,0
0012,JI13,JI3,-1,0.0,,0.011394,0
0012,JI13,JI4,-1,0.0,,0.017356,0
0012,JI13,JI5,-1,0.0,,0.02159,0
0012,JI13,Well,-1,0.0,,0.021462,0
0012,JI13,JI10,-1,0.0,18436.0,0.02086,0
0012,JI13,JI11,-1,0.0052,18436.0,0.018412,0
0012,JI13,JI12,-1,5.2829,9927.0,0.013529,1
0012,JI13,JI13,-1,10486.6494,8418.0,0.009019,1
0012,JI13,O2,-1,990.7028,9936.0,0.008372,1
0012,JI13,entry,-1,0.0,,0.0,0
0013,JI4,J3,-1,0.0,,0.0,0
0013,JI4,J4,-1,0.0,,0.0,0
0013,JI4,J5,-1,0.0,,0.0,0
0013,JI4,J6,-1,0.0,,0.0,0
0013,JI4,J7,-1,0.0,,0.005324,0
0013,JI4,J8,-1,0.0,,0.0,0
0013,JI4,J9,-1,0.0,,0.0,0
0013,JI4,J10,-1,0.0,,0.0,0
0013,JI4,J11,-1,0.0,,0.002654,0
0013,JI4,O1,-1,0.0,,0.002596,0
0013,JI4,Aux3,-1,0.0,,0.002292,0
0013,JI4,J1,-1,0.0,,0.003974,0
0013,JI4,JI7,-1,0.0,,0.003974,0
0013,JI4,J2a,-1,0.0,,0.004595,0
0013,JI4,J2,-1,0.0,,0.004598,0
0013,JI4,JI9,-1,0.0,,0.004542,0
0013,JI4,JI6,-1,0.0,,0.002291,0
0013,JI4,J13,-1,0.0,,0.005313,0
0013,JI4,J12,-1,0.0,,0.006313,0
0013,JI4,JI8,-1,0.0,,0.006279,0
0013,JI4,JI1,-1,0.0,,0.002201,0
0013,JI4,JI2,-1,0.0,,0.006156,0
0013,JI4,JI3,-1,0.0,,0.011394,0
0013,JI4,JI4,-1,1256.7551,12833.0,0.01745,1
0013,JI4,JI5,-1,1035.0872,12833.0,0.021684,1
0013,JI4,Well,-1,516.9281,12885.0,0.021556,1
0013,JI4,JI10,-1,413.0781,12194.0,0.02089,1
0013,JI4,JI11,-1,188.1346,12203.0,0.018451,1
0013,JI4,JI12,-1,57.2584,18431.0,0.013567,1
0013,JI4,JI13,-1,19.8716,18432.0,0.008976,1
0013,JI4,O2,-1,6.0097,18173.0,0.008327,1
0013,JI4,entry,-1,0.0,,0.0,0
0015,J7,J3,-1,0.0,,0.0,0
0015,J7,J4,-1,0.0,,0.0,0
0015,J7,J5,-1,0.0,,0.0,0
0015,J7,J6,-1,0.0,,0.0,0
0015,J7,J7,-1,209.5711,5424.0,0.0054,1
0015,J7,J8,-1,0.0,,0.0,0
0015,J7,J9,-1,0.0,,0.0,0
0015,J7,J10,-1,0.0,,0.0,0
0015,J7,J11,-1,0.0,,0.002654,0
0015,J7,O1,-1,0.0,,0.002595,0
0015,J7,Aux3,-1,0.0,,0.002292,0
0015,J7,J1,-1,0.0,,0.003974,0
0015,J7,JI7,-1,0.0,,0.003974,0
0015,J7,J2a,-1,0.0,,0.004595,0
0015,J7,J2,-1,0.0,,0.004597,0
0015,J7,JI9,-1,0.0,,0.004541,0
0015,J7,JI6,-1,0.0,,0.002291,0
0015,J7,J13,-1,0.0,,0.005313,0
0015,J7,J12,-1,0.0,,0.006313,0
0015,J7,JI8,-1,0.0,,0.006279,0
0015,J7,JI1,-1,0.0,,0.002201,0
0015,J7,JI2,-1,0.0,,0.006156,0
0015,J7,JI3,-1,97.278,5425.0,0.011469,1
0015,J7,JI4,-1,60.1872,5435.0,0.017431,1
0015,J7,JI5,-1,47.9478,5449.0,0.021665,1
0015,J7,Well,-1,35.3695,5619.0,0.021536,1
0015,J7,JI10,-1,35.3695,5620.0,0.020934,1
0015,J7,JI11,-1,24.1046,6193.0,0.018495,1
0015,J7,JI12,-1,18.9319,12613.0,0.013612,1
0015,J7,JI13,-1,17.6961,12779.0,0.009016,1
0015,J7,O2,-1,14.3661,16635.0,0.008364,1
0015,J7,entry,-1,0.0,,0.0,0
0016,J7,J3,-1,0.0,,0.0,0
0016,J7,J4,-1,0.0,,0.0,0
0016,J7,J5,-1,0.0,,0.0,0
0016,J7,J6,-1,0.0,,0.0,0
0016,J7,J7,-1,1255.9163,6971.0,0.005386,1
0016,J7,J8,-1,0.0,,0.0,0
0016,J7,J9,-1,0.0,,0.0,0
0016,J7,J10,-1,0.0,,0.0,0
0016,J7,J11,-1,0.0,,0.002654,0
0016,J7,O1,-1,0.0,,0.002596,0
0016,J7,Aux3,-1,0.0,,0.002292,0
0016,J7,J1,-1,0.0,,0.003974,0
0016,J7,JI7,-1,0.0,,0.003974,0
0016,J7,J2a,-1,0.0,,0.004595,0
0016,J7,J2,-1,0.0,,0.004597,0
0016,J7,JI9,-1,0.0,,0.004541,0
0016,J7,JI6,-1,0.0,,0.002291,0
0016,J7,J13,-1,0.0,,0.005313,0
0016,J7,J12,-1,0.0,,0.006313,0
0016,J7,JI8,-1,0.0,,0.006279,0
0016,J7,JI1,-1,0.0,,0.002201,0
0016,J7,JI2,-1,0.0,,0.006156,0
0016,J7,JI3,-1,503.7788,6973.0,0.011454,1
0016,J7,JI4,-1,242.4324,6998.0,0.017415,1
0016,J7,JI5,-1,196.3138,7022.0,0.021648,1
0016,J7,Well,-1,120.6246,7240.0,0.021519,1
0016,J7,JI10,-1,120.2444,7195.0,0.020919,1
0016,J7,JI11,-1,59.0422,7204.0,0.01848,1
0016,J7,JI12,-1,41.6333,18328.0,0.013597,1
0016,J7,JI13,-1,30.5241,16684.0,0.009007,1
0016,J7,O2,-1,16.6457,16685.0,0.008356,1
0016,J7,entry,-1,0.0,,0.0,0
0017,J10,J3,-1,0.0,,0.0,0
0017,J10,J4,-1,0.0,,0.0,0
0017,J10,J5,-1,0.0,,0.0,0
0017,J10,J6,-1,0.0,,0.0,0
0017,J10,J7,-1,0.0,,0.005324,0
0017,J10,J8,-1,0.0,,0.0,0
0017,J10,J9,-1,0.0,,0.0,0
0017,J10,J10,-1,7133.3333,7004.0,7.4e-05,1
0017,J10,J11,-1,5532.1631,8604.0,0.002712,1
0017,J10,O1,-1,5490.7308,8614.0,0.002653,1
0017,J10,Aux3,-1,0.0,,0.002292,0
0017,J10,J1,-1,0.0,,0.003974,0
0017,J10,JI7,-1,0.0,,0.003974,0
